function,category,original_line,current_line,variants
function_464790,保留原反编译函数体,121516,126591,1
function_464870,保留原反编译函数体,121565,126640,1
function_4648b0,保留原反编译函数体,121586,126661,1
function_464c90,保留原反编译函数体,121729,126804,1
function_464d90,已修改／替换的非空实现,121767,126842,1
function_464e20,已修改／替换的非空实现,121775,126847,1
function_464f80,已修改／替换的非空实现,121924,127515,1
function_465f70,已修改／替换的非空实现,123295,127525,1
function_466050,已修改／替换的非空实现,123444,127530,1
function_466090,已修改／替换的非空实现,123465,127582,1
function_4660c0,已修改／替换的非空实现,123484,127616,1
function_466100,已修改／替换的非空实现,123512,127658,1
function_466270,已修改／替换的非空实现,123600,127757,1
function_466320,保留原反编译函数体,123626,127793,1
function_4663c0,未找到同名入口，待核对替代,123669,,0
function_466470,未找到同名入口，待核对替代,123689,,0
function_466490,已修改／替换的非空实现,123702,127839,2
function_4664a0,保留原反编译函数体,123709,127852,1
function_466540,原版即为简单返回／空函数,123744,127887,1
function_466560,未找到同名入口，待核对替代,123750,,0
function_4665d0,原版即为简单返回／空函数,123763,127896,1
function_4665e0,未找到同名入口，待核对替代,123769,,0
function_466770,已修改／替换的非空实现,123838,127996,1
function_466890,已修改／替换的非空实现,123879,128038,1
function_466900,已修改／替换的非空实现,123894,128078,1
function_4669d0,已修改／替换的非空实现,123935,128086,1
function_466e20,保留原反编译函数体,124101,128264,1
function_4674b0,保留原反编译函数体,124120,128283,1
function_4677c0,保留原反编译函数体,124240,128403,1
function_467cd0,保留原反编译函数体,124526,128689,1
function_4681e0,已修改／替换的非空实现,124804,128997,2
function_4682a0,已修改／替换的非空实现,124915,129046,1
function_4683c0,保留原反编译函数体,125155,129053,1
function_468440,保留原反编译函数体,125228,129126,1
function_4684a0,保留原反编译函数体,125250,129148,1
function_468540,保留原反编译函数体,125359,129257,1
function_468580,保留原反编译函数体,125403,129301,1
function_468620,已修改／替换的非空实现,125532,129430,1
function_468790,保留原反编译函数体,125695,129530,1
function_4687d0,保留原反编译函数体,125728,129563,1
function_46889b,保留原反编译函数体,125779,129614,1
function_468950,保留原反编译函数体,125838,129673,1
function_4689d0,已修改／替换的非空实现,125869,129729,1
function_4693a0,已修改／替换的非空实现,126983,130869,1
function_469620,已修改／替换的非空实现,127182,130959,2
function_469640,已修改／替换的非空实现,127189,130977,1
function_469680,已修改／替换的非空实现,127200,131013,1
function_4696b0,已修改／替换的非空实现,127210,131025,1
function_469700,已修改／替换的非空实现,127219,131041,1
function_469710,已修改／替换的非空实现,127225,131049,1
function_469740,原版即为简单返回／空函数,127231,131057,1
function_469750,原版即为简单返回／空函数,127237,131063,1
function_469780,已修改／替换的非空实现,127243,131069,1
function_4697a0,原版即为简单返回／空函数,127249,131078,1
function_4697c0,已修改／替换的非空实现,127255,131084,1
function_4697e0,已修改／替换的非空实现,127261,131089,1
function_469820,原版即为简单返回／空函数,127267,131096,1
function_469840,已修改／替换的非空实现,127273,131102,1
function_469860,已修改／替换的非空实现,127279,131119,1
function_469870,已修改／替换的非空实现,127285,131126,1
function_469880,原版即为简单返回／空函数,127291,131134,1
function_4698a0,原版即为简单返回／空函数,127297,131140,1
function_4698c0,保留原反编译函数体,127303,131146,1
function_4698d0,保留原反编译函数体,127311,131154,1
function_469900,已修改／替换的非空实现,127324,131167,1
function_4699bf,未找到同名入口，待核对替代,127360,,0
function_469a03,保留原反编译函数体,127376,131235,1
function_469a20,已修改／替换的非空实现,127382,131244,1
function_469b30,保留原反编译函数体,127414,131297,1
function_469b40,已修改／替换的非空实现,127423,131306,1
function_469d10,已修改／替换的非空实现,127460,131354,1
function_469dd0,已修改／替换的非空实现,127481,131375,1
function_469ed0,保留原反编译函数体,127502,131388,1
function_469ef0,已修改／替换的非空实现,127522,131408,1
function_46a140,已修改／替换的非空实现,127809,131695,1
function_46a1d0,已修改／替换的非空实现,127844,131750,1
function_46a210,已修改／替换的非空实现,127870,131768,1
function_46a260,保留原反编译函数体,127886,131798,1
function_46a2d0,已修改／替换的非空实现,127980,131892,1
function_46a380,保留原反编译函数体,128015,132072,1
function_46a390,已修改／替换的非空实现,128025,132082,1
function_46a450,保留原反编译函数体,128060,132117,1
function_46a550,保留原反编译函数体,128172,132229,1
function_46a580,保留原反编译函数体,128185,132242,1
function_46a5b0,保留原反编译函数体,128210,132267,1
function_46a650,保留原反编译函数体,128349,132406,1
function_46a6f0,已修改／替换的非空实现,128490,132579,2
function_46a7a0,保留原反编译函数体,128540,132593,1
function_46a7e0,保留原反编译函数体,128552,132605,1
function_46a830,已修改／替换的非空实现,128568,132648,1
function_46a9c0,保留原反编译函数体,128764,132853,1
function_46aa60,已修改／替换的非空实现,128812,132901,1
function_46aae0,保留原反编译函数体,128839,132959,1
function_46ab10,已修改／替换的非空实现,128854,133166,1
function_46acb0,保留原反编译函数体,128965,133177,1
function_46acf0,保留原反编译函数体,129010,133222,1
function_46ad50,保留原反编译函数体,129023,133235,1
function_46afa0,保留原反编译函数体,129133,133249,1
function_46b080,保留原反编译函数体,129202,133318,1
function_46b420,保留原反编译函数体,129494,133610,1
function_46b450,保留原反编译函数体,129506,133622,1
function_48a8d0,保留原反编译函数体,129509,133625,6
function_46b490,已修改／替换的非空实现,129518,133636,1
function_46b500,已修改／替换的非空实现,129545,133657,1
function_46b610,已修改／替换的非空实现,129633,133675,1
function_46b6f0,已修改／替换的非空实现,129694,133694,1
function_46b7c0,已修改／替换的非空实现,129757,133716,1
function_46b880,已修改／替换的非空实现,129790,133741,1
function_46b9a0,已修改／替换的非空实现,129843,133787,1
function_46bbe0,已修改／替换的非空实现,129875,133871,1
function_46bc90,已修改／替换的非空实现,129908,133904,1
function_46be40,已修改／替换的非空实现,130032,133943,1
function_46bea0,保留原反编译函数体,130054,133965,1
function_46bf00,保留原反编译函数体,130076,133987,1
function_46bf60,保留原反编译函数体,130104,134015,2
function_46bfc0,保留原反编译函数体,130135,134046,1
function_46bff0,保留原反编译函数体,130159,134070,1
function_46c040,保留原反编译函数体,130193,134104,1
function_46c0f0,保留原反编译函数体,130219,134130,1
function_46c1a0,保留原反编译函数体,130298,134209,1
function_46c220,保留原反编译函数体,130343,134254,1
function_46c3d0,保留原反编译函数体,130496,134407,1
function_46c400,保留原反编译函数体,130510,134421,1
function_46c4e0,保留原反编译函数体,130550,134461,1
function_46c570,保留原反编译函数体,130557,134468,1
function_46c600,未找到同名入口，待核对替代,130579,,0
function_46c840,保留原反编译函数体,130762,134491,1
function_46c8b0,保留原反编译函数体,130796,134525,1
function_46c9e0,已修改／替换的非空实现,130972,134701,1
function_46cbb0,保留原反编译函数体,131122,134853,1
function_46cd90,保留原反编译函数体,131252,134983,1
function_46ce40,原版即为简单返回／空函数,131312,135043,1
function_46ce70,已修改／替换的非空实现,131318,135082,1
function_46cec0,已修改／替换的非空实现,131330,135091,1
function_46cf10,已修改／替换的非空实现,131342,135100,1
function_46cf60,已修改／替换的非空实现,131354,135109,1
function_46cfb0,未找到同名入口，待核对替代,131366,,0
function_46d080,保留原反编译函数体,131397,135119,1
function_46d130,保留原反编译函数体,131448,135170,1
function_46d190,保留原反编译函数体,131481,135203,1
function_46d2a0,保留原反编译函数体,131534,135256,1
function_46d400,保留原反编译函数体,131651,135373,1
function_46d460,未找到同名入口，待核对替代,131683,,0
function_46d6d0,保留原反编译函数体,131854,135406,1
function_46d750,保留原反编译函数体,131884,135436,1
function_46d8b0,未找到同名入口，待核对替代,131937,,0
function_46d950,已修改／替换的非空实现,131956,135492,1
function_46e480,保留原反编译函数体,132377,135925,1
function_46e530,未找到同名入口，待核对替代,132392,,0
function_46e6f0,已修改／替换的非空实现,132484,136008,1
function_46ed80,原版即为简单返回／空函数,132809,136014,1
function_46eda0,原版即为简单返回／空函数,132817,136022,1
function_46edb0,未找到同名入口，待核对替代,132823,,0
function_46edc0,已修改／替换的非空实现,132829,136056,1
function_46ee20,已修改／替换的非空实现,132853,136083,1
function_46eed0,未找到同名入口，待核对替代,132887,,0
function_46ef40,已修改／替换的非空实现,132898,136140,1
function_46efd0,保留原反编译函数体,132928,136146,2
function_46f020,保留原反编译函数体,132962,136180,1
function_46f0b0,已修改／替换的非空实现,132978,136196,1
function_46f0d0,保留原反编译函数体,132991,136231,1
function_46f100,保留原反编译函数体,132997,136237,1
function_46f140,已修改／替换的非空实现,133015,136255,1
function_46f200,已修改／替换的非空实现,133077,136261,1
function_46f320,保留原反编译函数体,133118,136303,1
function_46f450,保留原反编译函数体,133180,136365,1
function_46f620,已修改／替换的非空实现,133285,136402,1
function_46f6d0,已修改／替换的非空实现,133353,136620,1
function_46f9f0,未找到同名入口，待核对替代,133608,,0
function_46fac0,已修改／替换的非空实现,133647,136650,1
