function,category,original_line,current_line,cpp_locations
function_47ce30,pr4_disconnected_removal,150972,,
function_47d190,pr4_disconnected_removal,151407,,
function_47d1a0,pr4_disconnected_removal,151413,,
function_47d1c0,unchanged_decompiled_body,151423,130514,
function_47d230,pr4_disconnected_removal,151487,,
function_47d250,pr4_disconnected_removal,151498,,
function_47d280,unchanged_decompiled_body,151507,130584,
function_47d3f0,pr4_disconnected_removal,151675,,
function_47d4f0,pr4_disconnected_removal,151742,,
function_47d520,pr4_disconnected_removal,151773,,
function_4c5840,modified_nonempty_body,151811,138405,
function_47d600,pr4_disconnected_removal,151821,,
function_47d6e0,pr4_disconnected_removal,151897,,
function_481cb0,pr4_disconnected_removal,151924,,
function_47d960,pr4_disconnected_removal,152176,,
function_47d9b0,pr4_disconnected_removal,152193,,
function_47da20,unchanged_decompiled_body,152225,130773,
function_47da90,unchanged_decompiled_body,152278,130826,
function_47daf0,pr4_disconnected_removal,152305,,
function_47de90,unchanged_decompiled_body,152568,130856,
function_47e0c0,pr4_disconnected_removal,152807,,
function_47e160,pr4_disconnected_removal,152847,,
function_47e7b0,pr4_disconnected_removal,153387,,
function_47e810,pr4_disconnected_removal,153439,,
function_47e990,pr4_disconnected_removal,153534,,
function_47ea70,pr4_disconnected_removal,153579,,
function_47eaf0,unchanged_decompiled_body,153613,131119,
function_47eb10,unchanged_decompiled_body,153626,131132,
function_47eb50,pr4_disconnected_removal,153639,,
function_47f0a0,pr4_disconnected_removal,154698,,
function_47f820,pr4_disconnected_removal,154984,,
function_47f850,pr4_disconnected_removal,155024,,
function_47f880,pr4_disconnected_removal,155064,,
function_47f8a0,unchanged_decompiled_body,155094,131160,
function_47f960,pr4_disconnected_removal,155166,,
function_47f9c0,pr4_disconnected_removal,155202,,
function_47fab0,pr4_disconnected_removal,155303,,
function_480080,pr4_disconnected_removal,156193,,
function_480120,pr4_disconnected_removal,156267,,
function_480200,pr4_disconnected_removal,156459,,
function_4802d0,pr4_disconnected_removal,156558,,
function_480410,pr4_disconnected_removal,156768,,
function_480570,pr4_disconnected_removal,156959,,
function_480600,pr4_disconnected_removal,157043,,
function_480750,pr4_disconnected_removal,157237,,
function_480820,pr4_disconnected_removal,157244,,
function_4808b0,pr4_disconnected_removal,157286,,
function_480a10,pr4_disconnected_removal,157552,,
function_480a60,pr4_disconnected_removal,157564,,
function_480b30,pr4_disconnected_removal,157693,,
function_480d80,pr4_disconnected_removal,157949,,
function_480da0,pr4_disconnected_removal,157955,,
function_481190,pr4_disconnected_removal,158389,,
function_481260,pr4_disconnected_removal,158483,,
function_4812d0,pr4_disconnected_removal,158496,,
function_4812e0,pr4_disconnected_removal,158516,,
function_481330,pr4_disconnected_removal,158524,,
function_4814b0,pr4_disconnected_removal,158768,,
function_481520,pr4_disconnected_removal,158819,,
function_481710,unchanged_decompiled_body,159142,131307,
function_4817e0,unchanged_decompiled_body,159189,131354,
function_481800,unchanged_decompiled_body,159202,131367,
function_481860,pr4_disconnected_removal,159239,,
function_4818c0,pr4_disconnected_removal,159253,,
function_481c90,pr4_disconnected_removal,159764,,
function_481ef0,pr4_disconnected_removal,160011,,
function_481f30,pr4_disconnected_removal,160020,,
function_482060,pr4_disconnected_removal,160153,,
function_4820c0,pr4_disconnected_removal,160161,,
function_4822c0,pr4_disconnected_removal,160418,,
function_482650,pr4_disconnected_removal,160944,,
function_4827d0,pr4_disconnected_removal,161133,,
function_482990,unchanged_decompiled_body,161367,131437,
function_482a70,pr4_disconnected_removal,161458,,
function_482a90,unchanged_decompiled_body,161464,131531,
function_482af0,pr4_disconnected_removal,161495,,
function_482b20,pr4_disconnected_removal,161507,,
function_482cb6,pr4_disconnected_removal,161784,,
function_482cbe,pr4_disconnected_removal,161793,,
function_482cd0,pr4_disconnected_removal,161806,,
function_482e90,pr4_disconnected_removal,162151,,
function_483300,pr4_disconnected_removal,162871,,
function_483eb0,pr4_disconnected_removal,166186,,
function_483ef0,pr4_disconnected_removal,166198,,
function_483f10,pr4_disconnected_removal,166209,,
function_4840a0,unchanged_decompiled_body,166647,131592,
function_4840e0,pr4_disconnected_removal,166674,,
function_4842c0,unchanged_decompiled_body,166832,131622,
function_484300,pr4_disconnected_removal,166861,,
function_484810,pr4_disconnected_removal,167884,,
function_484d10,pr4_disconnected_removal,168083,,
function_484da0,pr4_disconnected_removal,168109,,
function_484ec0,pr4_disconnected_removal,168409,,
function_485340,pr4_disconnected_removal,169318,,
function_485350,pr4_disconnected_removal,169324,,
function_485480,pr4_disconnected_removal,169394,,
function_4854a0,pr4_disconnected_removal,169407,,
function_4855f0,pr4_disconnected_removal,169554,,
function_485610,pr4_disconnected_removal,169580,,
function_4857e0,pr4_disconnected_removal,169745,,
function_486160,pr4_disconnected_removal,171048,,
function_486190,pr4_disconnected_removal,171054,,
function_486500,pr4_disconnected_removal,171522,,
function_486520,pr4_disconnected_removal,171535,,
function_4865a0,pr4_disconnected_removal,171596,,
function_486690,pr4_disconnected_removal,171712,,
function_4866b0,pr4_disconnected_removal,171732,,
function_4867f0,pr4_disconnected_removal,171856,,
function_4869d0,pr4_disconnected_removal,172074,,
function_486a30,pr4_disconnected_removal,172118,,
function_486c50,pr4_disconnected_removal,172799,,
function_486d70,pr4_disconnected_removal,173013,,
function_486dd0,pr4_disconnected_removal,173054,,
function_486f90,pr4_disconnected_removal,173312,,
function_487200,pr4_disconnected_removal,174085,,
function_487260,pr4_disconnected_removal,174129,,
function_487490,pr4_disconnected_removal,174929,,
function_4874f0,pr4_disconnected_removal,174973,,
function_487530,pr4_disconnected_removal,174999,,
function_4876d0,pr4_disconnected_removal,175215,,
function_487830,pr4_disconnected_removal,175392,,
function_4879d0,pr4_disconnected_removal,175792,,
function_4879f0,pr4_disconnected_removal,175805,,
function_487a10,pr4_disconnected_removal,175818,,
function_487bd0,pr4_disconnected_removal,176043,,
function_487e00,pr4_disconnected_removal,176347,,
function_488020,pr4_disconnected_removal,176593,,
function_488040,pr4_disconnected_removal,176599,,
function_488500,pr4_disconnected_removal,177152,,
function_488550,pr4_disconnected_removal,177166,,
function_488740,pr4_disconnected_removal,177361,,
function_488770,pr4_disconnected_removal,177372,,
function_488980,pr4_disconnected_removal,177551,,
function_488bb0,pr4_disconnected_removal,177779,,
function_488be0,pr4_disconnected_removal,177793,,
function_488c90,pr4_disconnected_removal,177844,,
function_489280,pr4_disconnected_removal,178668,,
function_489310,pr4_disconnected_removal,178703,,
function_489600,pr4_disconnected_removal,178982,,
function_489710,pr4_disconnected_removal,179083,,
function_4897d0,pr4_disconnected_removal,179121,,
function_4897f0,pr4_disconnected_removal,179134,,
function_489850,pr4_disconnected_removal,179173,,
function_489910,pr4_disconnected_removal,179229,,
function_489940,pr4_disconnected_removal,179240,,
function_489a80,pr4_disconnected_removal,179423,,
function_489b00,pr4_disconnected_removal,179441,,
function_489c60,pr4_disconnected_removal,179601,,
function_489de0,pr4_disconnected_removal,179931,,
function_489e30,pr4_disconnected_removal,179941,,
function_489e80,pr4_disconnected_removal,179951,,
function_489e90,pr4_disconnected_removal,179957,,
function_489ef0,replacement_mapping_unresolved,179976,,
function_489f20,replacement_mapping_unresolved,179989,,
function_489f30,cpp_address_replacement,179998,,src/squirrel/squirrel_legacy_api.cpp:448
function_489f50,cpp_address_replacement,180020,,src/squirrel/squirrel_legacy_api.cpp:452
function_489fa0,replacement_mapping_unresolved,180042,,
function_48a0a0,replacement_mapping_unresolved,180065,,
function_48a170,modified_nonempty_body,180101,132364,
function_492890,replacement_mapping_unresolved,180139,,
function_48a230,cpp_address_replacement,180152,,src/squirrel/squirrel_legacy_api.cpp:36
function_48a2d0,cpp_address_replacement,180194,,src/squirrel/squirrel_legacy_api.cpp:40
function_48a300,cpp_address_replacement,180205,,src/squirrel/squirrel_legacy_api.cpp:44
function_48a370,cpp_address_replacement,180243,,src/squirrel/squirrel_legacy_api.cpp:48
function_48a3e0,cpp_address_replacement,180281,,src/squirrel/squirrel_legacy_api.cpp:52
function_48a400,cpp_address_replacement,180289,,src/squirrel/squirrel_legacy_api.cpp:56
function_48a430,cpp_address_replacement,180301,,src/squirrel/squirrel_legacy_api.cpp:60
function_48a460,cpp_address_replacement,180312,,src/squirrel/squirrel_legacy_api.cpp:64
function_48a480,cpp_address_replacement,180318,,src/squirrel/squirrel_legacy_api.cpp:68
function_48a4f0,cpp_address_replacement,180343,,src/squirrel/squirrel_legacy_api.cpp:72
function_48a530,cpp_address_replacement,180363,,src/squirrel/squirrel_legacy_api.cpp:76
function_48a580,cpp_address_replacement,180384,,src/squirrel/squirrel_legacy_api.cpp:80
function_48a5c0,cpp_address_replacement,180404,,src/squirrel/squirrel_legacy_api.cpp:84
function_48a600,cpp_address_replacement,180424,,src/squirrel/squirrel_legacy_api.cpp:88
function_48a670,cpp_address_replacement,180457,,src/squirrel/squirrel_legacy_api.cpp:92
function_48a690,cpp_address_replacement,180463,,src/squirrel/squirrel_legacy_api.cpp:96
function_48a6b0,cpp_address_replacement,180469,,src/squirrel/squirrel_legacy_api.cpp:100
function_48a720,cpp_address_replacement,180489,,src/squirrel/squirrel_legacy_api.cpp:108
function_48a790,cpp_address_replacement,180517,,src/squirrel/squirrel_legacy_api.cpp:112
function_48a980,cpp_address_replacement,180632,,src/squirrel/squirrel_legacy_api.cpp:136
function_48a9e0,cpp_address_replacement,180656,,src/squirrel/squirrel_legacy_api.cpp:140
function_48aa20,cpp_address_replacement,180668,,src/squirrel/act_binding.cpp:321;src/squirrel/act_binding.cpp:405;src/squirrel/act_binding.cpp:479;src/squirrel/squirrel_legacy_api.cpp:144
function_48aa30,cpp_address_replacement,180674,,src/squirrel/squirrel_legacy_api.cpp:148
function_48aa50,cpp_address_replacement,180680,,src/squirrel/squirrel_legacy_api.cpp:152
function_48aa60,cpp_address_replacement,180686,,src/squirrel/squirrel_legacy_api.cpp:156
function_48aa80,cpp_address_replacement,180692,,src/squirrel/squirrel_legacy_api.cpp:160
function_48ab40,cpp_address_replacement,180734,,src/squirrel/squirrel_legacy_api.cpp:164
function_48ab90,cpp_address_replacement,180749,,src/squirrel/squirrel_legacy_api.cpp:168
function_48abe0,cpp_address_replacement,180773,,src/squirrel/squirrel_legacy_api.cpp:172
function_48ac00,cpp_address_replacement,180781,,src/squirrel/squirrel_legacy_api.cpp:176
function_48ac70,cpp_address_replacement,180803,,src/squirrel/squirrel_legacy_api.cpp:180
function_48acc0,cpp_address_replacement,180834,,src/squirrel/squirrel_legacy_api.cpp:184
function_48ace0,cpp_address_replacement,180840,,src/squirrel/squirrel_legacy_api.cpp:188
function_48ada0,cpp_address_replacement,180881,,src/squirrel/squirrel_legacy_api.cpp:192
function_48adb0,cpp_address_replacement,180887,,src/squirrel/squirrel_legacy_api.cpp:196
function_48af30,cpp_address_replacement,180980,,src/squirrel/squirrel_legacy_api.cpp:200
function_48afa0,cpp_address_replacement,181019,,src/squirrel/squirrel_legacy_api.cpp:204
function_48b050,cpp_address_replacement,181042,,src/squirrel/squirrel_legacy_api.cpp:212
function_48b160,cpp_address_replacement,181048,,src/squirrel/squirrel_legacy_api.cpp:216
function_48b180,cpp_address_replacement,181054,,src/squirrel/squirrel_legacy_api.cpp:220
function_48b1a0,cpp_address_replacement,181060,,src/squirrel/squirrel_legacy_api.cpp:224
function_498a30,replacement_mapping_unresolved,181072,,
function_48b320,cpp_address_replacement,181131,,src/squirrel/squirrel_legacy_api.cpp:228
function_48b410,cpp_address_replacement,181191,,src/squirrel/squirrel_legacy_api.cpp:232
function_48b490,cpp_address_replacement,181213,,src/squirrel/act_binding.cpp:699;src/squirrel/squirrel_legacy_api.cpp:236
function_48b510,cpp_address_replacement,181235,,src/squirrel/squirrel_legacy_api.cpp:240
function_48b5a0,cpp_address_replacement,181265,,src/squirrel/squirrel_legacy_api.cpp:244
function_48b630,cpp_address_replacement,181299,,src/squirrel/squirrel_legacy_api.cpp:248
function_48b840,replacement_mapping_unresolved,181403,,
function_48b870,cpp_address_replacement,181417,,src/squirrel/squirrel_legacy_api.cpp:252
function_48b8b0,cpp_address_replacement,181427,,src/squirrel/squirrel_legacy_api.cpp:256
function_48b8d0,cpp_address_replacement,181434,,src/squirrel/squirrel_legacy_api.cpp:260
function_48b8f0,cpp_address_replacement,181440,,src/squirrel/squirrel_legacy_api.cpp:264
function_48b900,replacement_mapping_unresolved,181446,,
function_48b910,replacement_mapping_unresolved,181452,,
function_48b920,replacement_mapping_unresolved,181458,,
function_48b980,replacement_mapping_unresolved,181520,,
function_48b9f0,replacement_mapping_unresolved,181544,,
function_48ba10,replacement_mapping_unresolved,181556,,
function_48ba20,replacement_mapping_unresolved,181564,,
function_48bb10,replacement_mapping_unresolved,181608,,
function_48bb30,cpp_address_replacement,181615,,src/squirrel/squirrel_legacy_api.cpp:380
function_48bba0,replacement_mapping_unresolved,181629,,
function_48bc70,replacement_mapping_unresolved,181660,,
function_48bca0,replacement_mapping_unresolved,181673,,
function_48bd40,replacement_mapping_unresolved,181700,,
function_48bd60,replacement_mapping_unresolved,181707,,
function_48be40,replacement_mapping_unresolved,181740,,
function_48be70,cpp_address_replacement,181755,,src/squirrel/squirrel_legacy_api.cpp:532
function_48be80,replacement_mapping_unresolved,181763,,
function_48bec0,cpp_address_replacement,181770,,src/squirrel/squirrel_legacy_api.cpp:384
function_48bf50,cpp_address_replacement,181797,,src/squirrel/squirrel_legacy_api.cpp:536
function_48bfe0,replacement_mapping_unresolved,181821,,
function_48c080,replacement_mapping_unresolved,181873,,
function_48c170,replacement_mapping_unresolved,181944,,
function_48c1c0,cpp_address_replacement,181953,,src/squirrel/squirrel_legacy_api.cpp:268
function_48c1f0,cpp_address_replacement,181960,,src/squirrel/squirrel_legacy_api.cpp:272
function_48c2f0,cpp_address_replacement,182007,,src/squirrel/squirrel_legacy_api.cpp:276
function_48c350,cpp_address_replacement,182022,,src/squirrel/squirrel_legacy_api.cpp:280
function_48c400,cpp_address_replacement,182071,,src/squirrel/squirrel_legacy_api.cpp:284
function_48c580,cpp_address_replacement,182219,,src/squirrel/squirrel_legacy_api.cpp:288
function_48c620,cpp_address_replacement,182255,,src/squirrel/squirrel_legacy_api.cpp:292
function_48c690,cpp_address_replacement,182291,,src/squirrel/squirrel_legacy_api.cpp:296
function_48c700,cpp_address_replacement,182315,,src/squirrel/squirrel_legacy_api.cpp:300
function_48c780,cpp_address_replacement,182351,,src/squirrel/squirrel_legacy_api.cpp:304
function_48c7f0,cpp_address_replacement,182379,,src/squirrel/squirrel_legacy_api.cpp:308
function_48c840,cpp_address_replacement,182398,,src/squirrel/act_binding.cpp:719;src/squirrel/squirrel_legacy_api.cpp:312
function_48c890,cpp_address_replacement,182418,,src/squirrel/act_binding.cpp:357;src/squirrel/squirrel_legacy_api.cpp:316
function_48c910,cpp_address_replacement,182452,,src/squirrel/squirrel_legacy_api.cpp:320
function_48c950,cpp_address_replacement,182480,,src/squirrel/squirrel_legacy_api.cpp:324
function_48ca10,cpp_address_replacement,182513,,src/squirrel/squirrel_legacy_api.cpp:328
function_493cd0,replacement_mapping_unresolved,182534,,
function_48cb10,cpp_address_replacement,182570,,src/squirrel/squirrel_legacy_api.cpp:332
function_491880,cpp_address_replacement,182580,,src/squirrel/squirrel_legacy_api.cpp:425
function_48cc70,cpp_address_replacement,182659,,src/squirrel/squirrel_legacy_api.cpp:336
function_48e520,cpp_address_replacement,182714,,src/squirrel/squirrel_legacy_api.cpp:412
function_48cd50,cpp_address_replacement,182724,,src/squirrel/squirrel_legacy_api.cpp:340
function_48ce70,cpp_address_replacement,182791,,src/squirrel/squirrel_legacy_api.cpp:348
function_48cfa0,cpp_address_replacement,182879,,src/squirrel/squirrel_legacy_api.cpp:352
function_48d0b0,cpp_address_replacement,182942,,src/squirrel/squirrel_legacy_api.cpp:356
function_48d0f0,replacement_mapping_unresolved,182948,,
function_48d1b0,replacement_mapping_unresolved,183064,,
function_48d220,replacement_mapping_unresolved,183099,,
function_48d310,replacement_mapping_unresolved,183188,,
function_48d390,replacement_mapping_unresolved,183234,,
function_48d430,replacement_mapping_unresolved,183257,,
function_48d450,replacement_mapping_unresolved,183266,,
function_48d4e0,replacement_mapping_unresolved,183290,,
function_48d550,replacement_mapping_unresolved,183306,,
function_48d5a0,replacement_mapping_unresolved,183316,,
function_48d620,replacement_mapping_unresolved,183345,,
function_48d6d0,replacement_mapping_unresolved,183381,,
function_48d720,replacement_mapping_unresolved,183402,,
function_48d770,cpp_address_replacement,183412,,src/squirrel/squirrel_legacy_api.cpp:360
function_48d7e0,cpp_address_replacement,183445,,src/squirrel/squirrel_legacy_api.cpp:364
function_48d850,cpp_address_replacement,183466,,src/squirrel/squirrel_legacy_api.cpp:368
function_48d940,replacement_mapping_unresolved,183598,,
function_48d9f0,replacement_mapping_unresolved,183663,,
function_48da60,replacement_mapping_unresolved,183710,,
function_48dac0,replacement_mapping_unresolved,183728,,
function_48db40,replacement_mapping_unresolved,183763,,
function_48dc10,replacement_mapping_unresolved,183801,,
function_48dd10,cpp_address_replacement,183853,,src/squirrel/squirrel_legacy_api.cpp:372
function_48dda0,cpp_address_replacement,183883,,src/squirrel/squirrel_legacy_api.cpp:376
function_49ab80,replacement_mapping_unresolved,183897,,
function_48de90,replacement_mapping_unresolved,183914,,
function_48e030,replacement_mapping_unresolved,184015,,
function_48e0e0,cpp_address_replacement,184052,,src/squirrel/squirrel_legacy_api.cpp:456
function_48e120,cpp_address_replacement,184067,,src/squirrel/squirrel_legacy_api.cpp:460
function_48e160,replacement_mapping_unresolved,184087,,
function_48e180,replacement_mapping_unresolved,184109,,
function_48e260,replacement_mapping_unresolved,184155,,
function_48e2e0,replacement_mapping_unresolved,184195,,
function_48e460,replacement_mapping_unresolved,184304,,
function_48e480,replacement_mapping_unresolved,184310,,
function_48e4a0,replacement_mapping_unresolved,184319,,
function_48e4b0,replacement_mapping_unresolved,184326,,
function_48e4d0,cpp_address_replacement,184339,,src/squirrel/squirrel_legacy_api.cpp:464
function_48e4f0,replacement_mapping_unresolved,184357,,
function_48e580,replacement_mapping_unresolved,184416,,
function_48e600,replacement_mapping_unresolved,184447,,
function_48e640,replacement_mapping_unresolved,184481,,
function_48e680,replacement_mapping_unresolved,184491,,
function_48e6c0,replacement_mapping_unresolved,184507,,
function_48e6e0,replacement_mapping_unresolved,184514,,
function_48e730,replacement_mapping_unresolved,184532,,
function_48e800,replacement_mapping_unresolved,184586,,
function_48e9d0,replacement_mapping_unresolved,184663,,
function_48ee90,replacement_mapping_unresolved,185106,,
function_48ef10,replacement_mapping_unresolved,185142,,
function_48ef70,replacement_mapping_unresolved,185168,,
function_48eff0,replacement_mapping_unresolved,185234,,
function_48f040,replacement_mapping_unresolved,185260,,
function_48f050,replacement_mapping_unresolved,185269,,
function_48f1c0,replacement_mapping_unresolved,185470,,
function_48f240,replacement_mapping_unresolved,185501,,
function_48f280,replacement_mapping_unresolved,185513,,
function_48f300,replacement_mapping_unresolved,185580,,
function_48f380,replacement_mapping_unresolved,185601,,
function_48fac0,replacement_mapping_unresolved,186312,,
function_48fba0,replacement_mapping_unresolved,186384,,
function_48fc00,replacement_mapping_unresolved,186429,,
function_48fd00,replacement_mapping_unresolved,186522,,
function_48fd70,replacement_mapping_unresolved,186569,,
function_48fdf0,replacement_mapping_unresolved,186632,,
function_48fe70,replacement_mapping_unresolved,186685,,
function_48fed0,replacement_mapping_unresolved,186729,,
function_48ffd0,replacement_mapping_unresolved,186877,,
function_490040,replacement_mapping_unresolved,186907,,
function_4900d0,replacement_mapping_unresolved,186926,,
function_490280,replacement_mapping_unresolved,187063,,
function_490320,replacement_mapping_unresolved,187088,,
function_490370,replacement_mapping_unresolved,187115,,
function_490630,replacement_mapping_unresolved,187359,,
function_4908d0,replacement_mapping_unresolved,187633,,
function_4909e0,replacement_mapping_unresolved,187727,,
function_490b20,replacement_mapping_unresolved,187798,,
function_490b50,replacement_mapping_unresolved,187821,,
function_490b60,replacement_mapping_unresolved,187830,,
function_490c40,replacement_mapping_unresolved,187916,,
function_490c80,replacement_mapping_unresolved,187933,,
function_490d50,replacement_mapping_unresolved,187995,,
function_490d90,replacement_mapping_unresolved,188027,,
function_490fa0,replacement_mapping_unresolved,188208,,
function_490fc0,replacement_mapping_unresolved,188222,,
function_4910c0,replacement_mapping_unresolved,188272,,
function_4910e0,replacement_mapping_unresolved,188279,,
function_491150,replacement_mapping_unresolved,188293,,
function_491230,replacement_mapping_unresolved,188329,,
function_491260,replacement_mapping_unresolved,188342,,
function_4912e0,replacement_mapping_unresolved,188387,,
function_491340,replacement_mapping_unresolved,188423,,
function_491400,replacement_mapping_unresolved,188468,,
function_4914a0,replacement_mapping_unresolved,188493,,
function_491500,replacement_mapping_unresolved,188550,,
function_4915b0,replacement_mapping_unresolved,188585,,
function_4916a0,replacement_mapping_unresolved,188643,,
function_491760,cpp_address_replacement,188748,,src/squirrel/squirrel_legacy_api.cpp:443
function_4917b0,replacement_mapping_unresolved,188785,,
function_491820,cpp_address_replacement,188869,,src/squirrel/squirrel_legacy_api.cpp:416
function_491870,replacement_mapping_unresolved,188904,,
function_4918a0,cpp_address_replacement,188920,,src/squirrel/squirrel_legacy_api.cpp:429
function_4918b0,replacement_mapping_unresolved,188927,,
function_491910,replacement_mapping_unresolved,188993,,
function_4919b0,replacement_mapping_unresolved,189033,,
function_491a50,replacement_mapping_unresolved,189072,,
function_491bf0,replacement_mapping_unresolved,189164,,
function_491c10,replacement_mapping_unresolved,189173,,
function_491de0,replacement_mapping_unresolved,189325,,
function_491f30,replacement_mapping_unresolved,189377,,
function_491fe0,replacement_mapping_unresolved,189396,,
function_4920a0,replacement_mapping_unresolved,189455,,
function_497850,replacement_mapping_unresolved,189664,,
function_492370,historical_removal_manifest,189712,,
function_492440,replacement_mapping_unresolved,189761,,
function_492640,replacement_mapping_unresolved,189932,,
function_4927b0,replacement_mapping_unresolved,190001,,
function_492a80,replacement_mapping_unresolved,190155,,
function_492c90,replacement_mapping_unresolved,190271,,
function_492d00,replacement_mapping_unresolved,190296,,
function_492dc0,replacement_mapping_unresolved,190330,,
function_492ed0,replacement_mapping_unresolved,190383,,
function_493310,replacement_mapping_unresolved,190657,,
function_493710,replacement_mapping_unresolved,190899,,
function_493a40,replacement_mapping_unresolved,191129,,
function_493e70,replacement_mapping_unresolved,191387,,
function_4940f0,replacement_mapping_unresolved,191544,,
function_494120,replacement_mapping_unresolved,191557,,
function_4944b0,replacement_mapping_unresolved,191807,,
function_494710,replacement_mapping_unresolved,192064,,
function_494770,replacement_mapping_unresolved,192100,,
function_4948a0,replacement_mapping_unresolved,192168,,
function_494990,replacement_mapping_unresolved,192252,,
function_494bf0,replacement_mapping_unresolved,192418,,
function_494da0,replacement_mapping_unresolved,192533,,
function_4950c0,replacement_mapping_unresolved,192747,,
function_495360,replacement_mapping_unresolved,192990,,
function_497680,replacement_mapping_unresolved,195860,,
function_497940,replacement_mapping_unresolved,195989,,
function_497990,replacement_mapping_unresolved,196018,,
function_497a00,cpp_address_replacement,196074,,src/squirrel/squirrel_legacy_api.cpp:433
function_497b10,replacement_mapping_unresolved,196207,,
function_497d30,replacement_mapping_unresolved,196482,,
function_497e30,replacement_mapping_unresolved,196551,,
function_497f10,replacement_mapping_unresolved,196679,,
function_497fd0,replacement_mapping_unresolved,196780,,
function_497ff0,replacement_mapping_unresolved,196789,,
function_498080,replacement_mapping_unresolved,196822,,
function_4980a0,replacement_mapping_unresolved,196829,,
function_4981e0,replacement_mapping_unresolved,196961,,
function_498200,replacement_mapping_unresolved,196970,,
function_4982f0,replacement_mapping_unresolved,197033,,
function_498320,replacement_mapping_unresolved,197046,,
function_498440,replacement_mapping_unresolved,197182,,
function_498580,replacement_mapping_unresolved,197256,,
function_498590,modified_nonempty_body,197262,133349,
function_4985b0,pr4_disconnected_removal,197268,,
function_4985d0,replacement_mapping_unresolved,197275,,
function_498690,replacement_mapping_unresolved,197317,,
function_4986b0,replacement_mapping_unresolved,197342,,
function_498730,replacement_mapping_unresolved,197384,,
function_498770,replacement_mapping_unresolved,197400,,
function_4987a0,replacement_mapping_unresolved,197425,,
function_4988e0,replacement_mapping_unresolved,197469,,
function_498b60,replacement_mapping_unresolved,197603,,
function_498c20,replacement_mapping_unresolved,197676,,
function_498c60,replacement_mapping_unresolved,197691,,
function_498d30,replacement_mapping_unresolved,197759,,
function_498da0,replacement_mapping_unresolved,197855,,
function_498e30,replacement_mapping_unresolved,197881,,
function_498e90,replacement_mapping_unresolved,197919,,
function_498f50,replacement_mapping_unresolved,197996,,
function_499080,replacement_mapping_unresolved,198122,,
function_499130,replacement_mapping_unresolved,198152,,
function_4992c0,replacement_mapping_unresolved,198217,,
function_499380,replacement_mapping_unresolved,198246,,
function_4993b0,replacement_mapping_unresolved,198253,,
function_49a000,replacement_mapping_unresolved,198307,,
function_499610,replacement_mapping_unresolved,198364,,
function_4996c0,replacement_mapping_unresolved,198401,,
function_4996f0,replacement_mapping_unresolved,198414,,
function_499800,replacement_mapping_unresolved,198469,,
function_499940,replacement_mapping_unresolved,198549,,
function_499970,cpp_address_replacement,198562,,src/squirrel/squirrel_legacy_api.cpp:439
function_499a20,cpp_address_replacement,198612,,src/squirrel/squirrel_legacy_api.cpp:477
function_499b00,cpp_address_replacement,198658,,src/squirrel/squirrel_legacy_api.cpp:470
function_499b50,replacement_mapping_unresolved,198692,,
function_499ca0,replacement_mapping_unresolved,198738,,
function_499d30,replacement_mapping_unresolved,198759,,
function_499df0,replacement_mapping_unresolved,198790,,
function_499f80,replacement_mapping_unresolved,198976,,
function_499fd0,replacement_mapping_unresolved,199004,,
function_49a0c0,replacement_mapping_unresolved,199046,,
function_49a140,replacement_mapping_unresolved,199116,,
function_49a170,replacement_mapping_unresolved,199132,,
function_49a1b0,replacement_mapping_unresolved,199156,,
function_49a220,replacement_mapping_unresolved,199185,,
function_49a280,replacement_mapping_unresolved,199265,,
function_49a2a0,replacement_mapping_unresolved,199272,,
function_49a2e0,replacement_mapping_unresolved,199314,,
function_49a360,replacement_mapping_unresolved,199345,,
function_49a3e0,replacement_mapping_unresolved,199391,,
function_49a400,replacement_mapping_unresolved,199400,,
function_49a430,replacement_mapping_unresolved,199411,,
function_49a4b0,replacement_mapping_unresolved,199475,,
function_49a520,cpp_address_replacement,199523,,src/squirrel/squirrel_legacy_api.cpp:496
function_49a670,replacement_mapping_unresolved,199576,,
function_49a680,replacement_mapping_unresolved,199584,,
function_49a790,replacement_mapping_unresolved,199713,,
function_49a8c0,replacement_mapping_unresolved,199837,,
function_49a8e0,replacement_mapping_unresolved,199846,,
function_49aa40,replacement_mapping_unresolved,200063,,
function_49aaa0,replacement_mapping_unresolved,200090,,
function_49ad60,replacement_mapping_unresolved,200313,,
function_49af80,replacement_mapping_unresolved,200458,,
function_49c350,cpp_address_replacement,201361,,src/squirrel/squirrel_legacy_api.cpp:408
function_49c9e0,historical_removal_manifest,201757,,
function_49ca00,historical_removal_manifest,201768,,
function_49cb20,historical_removal_manifest,201831,,
function_49cb60,historical_removal_manifest,201837,,
function_49cbb0,historical_removal_manifest,201878,,
function_49cc80,historical_removal_manifest,201952,,
function_49cce0,historical_removal_manifest,201962,,
function_49cdf0,historical_removal_manifest,201982,,
function_49ce50,historical_removal_manifest,201994,,
function_49cf80,historical_removal_manifest,202202,,
function_49d110,historical_removal_manifest,202298,,
function_49d190,historical_removal_manifest,202354,,
function_49d230,historical_removal_manifest,202391,,
function_49d450,historical_removal_manifest,202613,,
function_49d600,historical_removal_manifest,202680,,
function_49d680,historical_removal_manifest,202696,,
function_49d6c0,historical_removal_manifest,202736,,
function_49d700,replacement_mapping_unresolved,202776,,
function_49d790,historical_removal_manifest,202806,,
function_49d8a0,historical_removal_manifest,202844,,
